name,composition,monoisotopic_mass,diagnostic_ions,residue_targets
H5N4F1S1,Hex(5)HexNAc(4)Fuc(1)NeuAc(1),2059.734933,HexNAc@138.0550;HexNAc@168.0655;HexNAc@204.0867;Hex@366.1395;NeuAc@333.1040,N
